持	 ug#用#序49152
旗色	lexm#类4#序13991
旅烏	lexu#类4#序13921
ぇゆ	leyc#类1#序14704
ェユ	leyc#次#序15948
遊撃	leyr#类4#序14019
ぇや	leyv#类1#序14705
ェヤ	leyv#次#序15949
ぇよ	leyx#类1#序14703
ェヨ	leyx#次#序15947
旗	lez#类3#序18439
遊離	lezb#类4#序13898
遊戯	lezc#类4#序14052
施錠	lezw#类4#序13987
方	lf#类3#序18306
萋	lfb#类3#序26948
方面	lfbm#类4#序13569
芋虫	lfcc#类4#序15236
華燭	lfcy#类4#序15230
菫	lfda#类3#序26970
荒野	lfdi#类4#序14422
萵	lfdk#类3#序26807
茉	lfe#类3#序26954
生一本	lfef#类4#序14117
千万無量	lfeo#类4#序14656
蒜	lff#类3#序27018
方丈	lffb#类4#序13567
荒事	lffd#类4#序14429
方形	lffl#类4#序13553
荒天	lffm#类4#序14430
荒神	lffo#类4#序14416
方正	lffs#类4#序13551
華麗	lffv#类4#序15240
華美	lfgm#类4#序15217
蔽	lfh#类3#序26650
外祖父	lfhb#类4#序15379
華道	lfho#类4#序15215
荒縄	lfid#类4#序14393
華商	lfim#类4#序15216
方便	lfjf#类4#序13469
方位	lfji#类4#序13465
落下傘	lfjj#类4#序15210
華僑	lfjt#类4#序15212
方途	lfjx#类4#序13466
蓐	lfkc#类3#序27088
荒海	lfke#类4#序14426
方法	lfkg#类4#序13537
芒洋	lfkg#类4#序14425
荒涼	lfkg#类4#序14424
荒漠	lfkl#类4#序14428
外祖母	lfkm#类4#序15378
華族	lfle#类4#序15205
驚天動地	lflg#类4#序15221
多事多端	lfli#类4#序15719
荊	lflp#类3#序26979
芋茎	lflr#类4#序15255
華	lflu#类3#序26980
齟齬	lflw#类4#序13717
荒磯	lfmi#类4#序14433
動画マン	lfmn#类5#序24900
華奢	lfmq#类4#序15252
芋	lfn#类3#序26975
荒布	lfnr#类4#序14434
荒	lfoc#类3#序26553
莖	lfou#类3#序26947
芋粥	lfpb#类4#序15208
方式	lfpu#类4#序13579
荒行	lfpx#类4#序14410
苴	lfq#类3#序27047
齟	lfq#类3#序24782
薑	lfqf#类3#序26967
多神教	lfqh#类4#序15388
荒物	lfqn#类4#序14405
荒武者	lfqo#类4#序15242
方策	lfre#类4#序13490
莇	lfsl#类3#序27045
方言	lfsy#类4#序13447
方向	lftm#类4#序13489
荒肝	lfve#类4#序14432
方円	lfvy#类4#序13524
芒	lfw#类3#序26556
荒寥	lfwz#类4#序14417
警視庁	lfxa#类4#序14757
荒廃	lfxh#类4#序14388
方角	lfxt#类4#序13514
荒稼	lfxw#类4#序14406
華車	lfyc#类4#序15233
郵政省	lfyt#类4#序14177
荒削	lfyv#类4#序14427
方針	lfzn#类4#序13511
芋頭	lfzw#类4#序15241
ー	lg#次#序16374
ーア	lgaa#次#序15221
ーバ	lgba#次#序15160
ービュ	lgbc#次#序15119
ーベ	lgbe#次#序15157
ービ	lgbi#次#序15159
ーボ	lgbo#次#序15156
薄志弱行	lgbp#类4#序15260
ーブ	lgbu#次#序15158
ービャ	lgbv#次#序15120
ービョ	lgbx#次#序15118
ーチュ	lgcc#次#序15143
ーチ	lgci#次#序15205
ーチャ	lgcv#次#序15144
ーチョ	lgcx#次#序15142
ーダ	lgda#次#序15165
ーヂュ	lgdc#次#序15122
放熱器	lgdd#类4#序14909
ーデ	lgde#次#序15162
ーヂ	lgdi#次#序15164
驚嘆	lgdl#类4#序14730
ード	lgdo#次#序15161
ーヅ	lgdu#次#序15163
ーヂャ	lgdv#次#序15123
ーヂョ	lgdx#次#序15121
薹	lgdy#类3#序27011
警棒	lgea#类4#序14709
ーエ	lgee#次#序15218
藁	lgem#类3#序26557
ーファ	lgfa#次#序15098
敬礼	lgfa#类4#序14718
葬礼	lgfa#类4#序15228
千差万別	lgfd#类4#序12988
警吏	lgfd#类4#序14738
ーフェ	lgfe#次#序15096
警視	lgfe#类4#序14716
ーフィ	lgfi#次#序15097
菱形	lgfl#类4#序15304
ーフォ	lgfo#次#序15095
敬神	lgfo#类4#序14717
蒿	lgg#类3#序26559
ーガ	lgga#次#序15175
ーギュ	lggc#次#序15128
敬遠	lggd#类4#序14743
ーゲ	lgge#次#序15172
菱垣	lggf#类4#序15310
警報	lggg#类4#序14740
ーギ	lggi#次#序15174
警句	lggj#类4#序14715
ーゴ	lggo#次#序15171
葬場	lggo#类4#序15244
葬列	lggp#类4#序15239
蕘	lggp#类3#序27023
ーグ	lggu#次#序15173
ーギャ	lggv#次#序15129
ーギョ	lggx#次#序15127
敬	lgh#类3#序26749
ーハ	lgha#次#序15196
藝	lghb#类3#序26987
ーヒュ	lghc#次#序15137
驚喜	lghd#类4#序14742
驚愕	lghd#类4#序14724
ーヘ	lghe#次#序15193
檠	lghe#类3#序26745
葬祭	lghf#类4#序15213
名残憎	lghh#类4#序15726
菱	lghh#类3#序26984
ーヒ	lghi#次#序15195
葬送	lghm#类4#序15218
驚	lghn#类3#序26748
ーホ	lgho#次#序15192
警	lghs#类3#序26742
ーフ	lghu#次#序15194
ーヒャ	lghv#次#序15138
ーヒョ	lghx#次#序15136
警部	lgid#类4#序14699
ーイ	lgii#次#序15220
茶坊主	lgin#类4#序15259
苟	lgj#类3#序26747
齣	lgj#类3#序24779
ーザ	lgja#次#序15170
ージュ	lgjc#次#序15125
薔	lgjd#类3#序26986
ーゼ	lgje#次#序15167
敬体	lgje#类4#序14692
葬儀	lgjg#类4#序15211
ージ	lgji#次#序15169
警備	lgjl#类4#序14695
ーゾ	lgjo#次#序15166
ーズ	lgju#次#序15168
ージャ	lgjv#次#序15126
ージョ	lgjx#次#序15124
ーカ	lgka#次#序15216
蓋	lgka#类3#序27031
ーキュ	lgkc#次#序15149
ーケ	lgke#次#序15213
ーキ	lgki#次#序15215
多士済済	lgkk#类4#序15757
ーコ	lgko#次#序15212
ーク	lgku#次#序15214
ーキャ	lgkv#次#序15150
ーキョ	lgkx#次#序15148
ーァ	lgla#次#序15114
警世	lgla#类4#序14754
ーュ	lglc#次#序15107
藁葺	lgld#类4#序14436
ーェ	lgle#次#序15111
ーー	lglg#次#序15094
ーィ	lgli#次#序15113
ーッ	lgll#次#序15109
ーォ	lglo#次#序15110
敬慕	lglo#类4#序14755
ーゥ	lglu#次#序15112
ーャ	lglv#次#序15108
薔薇	lglw#类4#序15317
ーョ	lglx#次#序15106
ーマ	lgma#次#序15191
ーミュ	lgmc#次#序15134
ーメ	lgme#次#序15188
ーミ	lgmi#次#序15190
ーモ	lgmo#次#序15187
ーム	lgmu#次#序15189
ーミャ	lgmv#次#序15135
ーミョ	lgmx#次#序15133
ーナ	lgna#次#序15201
ーニュ	lgnc#次#序15140
ーネ	lgne#次#序15198
多勢に無勢	lgng#类5#序22746
ーニ	lgni#次#序15200
ーン	lgnn#次#序15176
ーノ	lgno#次#序15197
ーヌ	lgnu#次#序15199
ーニャ	lgnv#次#序15141
ーニョ	lgnx#次#序15139
ーオ	lgoo#次#序15217
蓋明	lgov#类4#序15295
ーパ	lgpa#次#序15155
ーピュ	lgpc#次#序15116
ーペ	lgpe#次#序15152
警衛	lgpg#类4#序14704
ーピ	lgpi#次#序15154
警戒	lgpl#类4#序14756
ーポ	lgpo#次#序15151
ープ	lgpu#次#序15153
葬式	lgpu#类4#序15256
ーピャ	lgpv#次#序15117
ーピョ	lgpx#次#序15115
警告	lgqd#类4#序14708
敬具	lgqh#类4#序14735
菱餅	lgqh#类4#序15261
敬老	lgql#类4#序14741
驚異	lgql#类4#序14728
夕ご飯	lgqx#类5#序22747
ーラ	lgra#次#序15186
葦簀	lgra#类4#序14795
ーリュ	lgrc#次#序15131
警固	lgrc#类4#序14727
警笛	lgrd#类4#序14705
ーレ	lgre#次#序15183
薤	lgrf#类3#序26955
ーリ	lgri#次#序15185
外郭団体	lgrj#类4#序14880
ーロ	lgro#次#序15182
ール	lgru#次#序15184
ーリャ	lgrv#次#序15132
ーリョ	lgrx#次#序15130
葦簾	lgrx#类4#序14792
ーサ	lgsa#次#序15211
ーシュ	lgsc#次#序15146
ーセ	lgse#次#序15208
ーシ	lgsi#次#序15210
警護	lgsl#类4#序14688
ーソ	lgso#次#序15207
敬譲	lgst#类4#序14685
ース	lgsu#次#序15209
ーシャ	lgsv#次#序15147
多義語	lgsw#类4#序15004
敬語	lgsw#类4#序14687
ーショ	lgsx#次#序15145
ータ	lgta#次#序15206
ーテ	lgte#次#序15203
警防	lgtl#类4#序14748
ート	lgto#次#序15202
ーツ	lgtu#次#序15204
敬白	lgub#类4#序14711
ーウ	lguu#次#序15219
葬	lgv#类3#序26957
ーヴァ	lgva#次#序15104
ーヴェ	lgve#次#序15102
ーヴィ	lgvi#次#序15103
葦毛	lgvm#类4#序14797
ーヴォ	lgvo#次#序15101
ーヴ	lgvu#次#序15105
敬服	lgvz#类4#序14747
葦	lgw#类3#序26792
ーワ	lgwa#次#序15178
ーウェ	lgwe#次#序15099
警察	lgwh#类4#序14719
ーウィ	lgwi#次#序15100
警官	lgwk#类4#序14720
ーヲ	lgwo#次#序15177
敬意	lgxh#类4#序14700
警乗	lgxl#类4#序14706
葦原	lgxu#类4#序14826
敬称	lgxx#类4#序14703
ーユ	lgyc#次#序15180
警邏	lgyi#类4#序14726
ーヤ	lgyv#次#序15181
敬愛	lgyw#类4#序14745
ーヨ	lgyx#次#序15179
警鐘	lgzi#类4#序14713
敬虔	lgzv#类4#序14736
共	lh#类3#序26625
巷間	lhao#类4#序14478
蓬	lhau#类3#序26692
共闘	lhaz#类4#序14480
蒹	lhb#类3#序26639
放棄	lhbl#类4#序13897
放送局	lhca#类4#序13852
蛬	lhcc#类3#序26607
放火	lhch#类4#序14001
放尿	lhck#类4#序14008
共鳴	lhdx#类4#序14525
放校	lhea#类4#序13970
放送禁止	lhes#类4#序13845
生子板	lhex#类4#序14798
芙	lhf#类3#序26983
葵	lhf#类3#序26616
蔡	lhf#类3#序26619
夢心地	lhge#类4#序14823
放熱	lhgh#类4#序14062
放列	lhgp#类4#序14053
放埒	lhgy#类4#序14068
蕊	lhh#类3#序26786
蘂	lhhe#类3#序26784
恭悦	lhhh#类4#序14511
苦心惨憺	lhhh#类4#序14806
放送	lhhm#类4#序13945
恭	lhhx#类3#序26601
放心	lhhx#类4#序14006
藁半紙	lhib#类4#序14586
放縦	lhiw#类4#序13902
放念	lhja#类4#序13912
多情仏心	lhjh#类4#序15434
共働	lhjl#类4#序14461
放任	lhjt#类4#序13918
放逐	lhju#类4#序14069
共催	lhjv#类4#序14463
共倒	lhjy#类4#序14465
蓊	lhk#类3#序26624
共益	lhka#类4#序14474
放流	lhkb#类4#序14042
放浪	lhki#类4#序14041
葉巻きタバコ	lhkk#类5#序24901
放漫	lhko#类4#序14048
共済	lhkq#类4#序14532
苛性カリ	lhkr#类5#序24902
放水	lhks#类4#序14049
共通	lhkt#类4#序14557
共学	lhkw#类4#序14535
共栄	lhkw#类4#序14534
共演	lhkw#类4#序14533
蓬莱	lhla#类4#序14647
恭敬	lhlg#类4#序14563
多情多恨	lhlh#类4#序15439
放蕩	lhlk#类4#序14084
蒲公英	lhlm#类4#序14564
共著	lhlq#类4#序14570
共生	lhls#类4#序14489
放散	lhlv#类4#序14088
芙蓉	lhlw#类4#序15318
共同	lhmf#类4#序14517
共犯	lhmz#类4#序14500
共感	lhnf#类4#序14554
共存	lhng#类4#序14553
共有	lhnv#类4#序14555
放映	lhom#类4#序14035
放題	lhot#类4#序14039
放	lhp#类3#序18440
芬	lhp#类3#序26591
帯分数	lhpb#类4#序12167
放肆	lhpb#类4#序14073
芥子粒	lhpi#类4#序15472
放牧	lhqh#类4#序13951
共食	lhqs#类4#序14458
共切	lhrp#类4#序14562
巷談	lhsc#类4#序14447
放談	lhsc#类4#序13889
恭賀	lhsd#类4#序14521
苛性ソーダ	lhsd#类5#序24903
巷説	lhsh#类4#序14445
放出	lhsm#类4#序14079
放課	lhsq#类4#序13893
放言	lhsy#类4#序13886
共謀	lhsz#类4#序14455
葉巻タバコ	lhtk#类5#序24904
放電	lhto#类4#序14065
共用	lhty#类4#序14549
放擲	lhuh#类4#序13977
菓子折	lhut#类4#序15468
巷	lhv#类3#序26604
放胆	lhvo#类4#序14070
苳	lhwb#类3#序26666
放恣	lhwe#类4#序13934
放免	lhwp#类4#序13989
放逸	lhwu#类4#序13988
芯	lhx#类3#序26783
共稼	lhxw#类4#序14485
菰	lhy#类3#序27109
放置	lhyn#类4#序14025
放射	lhzk#类4#序13954
生半可	lhzk#类4#序12938
放歌	lhzz#类4#序13974
ぃ	li#类1#序15092
ィ	li#次#序16382
ぃあ	liaa#类1#序14971
ィア	liaa#次#序16245
葉緑素	liai#类4#序14440
ぃば	liba#类1#序14910
ィバ	liba#次#序16184
ぃびゅ	libc#类1#序14869
ィビュ	libc#次#序16143
ぃべ	libe#类1#序14907
ィベ	libe#次#序16181
ぃび	libi#类1#序14909
ィビ	libi#次#序16183
ぃぼ	libo#类1#序14906
ィボ	libo#次#序16180
ぃぶ	libu#类1#序14908
ィブ	libu#次#序16182
ぃびゃ	libv#类1#序14870
ィビャ	libv#次#序16144
ぃびょ	libx#类1#序14868
ィビョ	libx#次#序16142
ぃちゅ	licc#类1#序14893
ィチュ	licc#次#序16167
ぃち	lici#类1#序14955
ィチ	lici#次#序16229
茅蜩	licm#类4#序15459
ぃちゃ	licv#类1#序14894
ィチャ	licv#次#序16168
ぃちょ	licx#类1#序14892
ィチョ	licx#次#序16166
茅屋	licy#类4#序15457
菩	lid#类3#序26654
ぃだ	lida#类1#序14915
ィダ	lida#次#序16189
ぃぢゅ	lidc#类1#序14872
ィヂュ	lidc#次#序16146
名産品	lidd#类4#序15026
ぃで	lide#类1#序14912
ィデ	lide#次#序16186
ぃぢ	lidi#类1#序14914
ィヂ	lidi#次#序16188
ぃど	lido#类1#序14911
ィド	lido#次#序16185
蔀	lidt#类3#序26653
ぃづ	lidu#类1#序14913
ィヅ	lidu#次#序16187
ぃぢゃ	lidv#类1#序14873
ィヂャ	lidv#次#序16147
ぃぢょ	lidx#类1#序14871
ィヂョ	lidx#次#序16145
薪	lie#类3#序26641
ぃえ	liee#类1#序14968
ィエ	liee#次#序16242
薄い本	lief#类5#序22748
ィファ	lifa#次#序16122
ィフェ	life#次#序16120
世紀末	life#类4#序14441
ィフィ	lifi#次#序16121
ィフォ	lifo#次#序16119
千編一律	lifw#类4#序12773
齦	lig#类3#序24784
ぃが	liga#类1#序14925
ィガ	liga#次#序16199
ぃぎゅ	ligc#类1#序14878
ィギュ	ligc#次#序16152
ぃげ	lige#类1#序14922
ィゲ	lige#次#序16196
ぃぎ	ligi#类1#序14924
ィギ	ligi#次#序16198
蒟	ligj#类3#序26643
ぃご	ligo#类1#序14921
ィゴ	ligo#次#序16195
ぃぐ	ligu#类1#序14923
ィグ	ligu#次#序16197
ぃぎゃ	ligv#类1#序14879
ィギャ	ligv#次#序16153
ぃぎょ	ligx#类1#序14877
ィギョ	ligx#次#序16151
ぃは	liha#类1#序14946
ィハ	liha#次#序16220
ぃひゅ	lihc#类1#序14887
ィヒュ	lihc#次#序16161
ぃへ	lihe#类1#序14943
ィヘ	lihe#次#序16217
ぃひ	lihi#类1#序14945
ィヒ	lihi#次#序16219
ぃほ	liho#类1#序14942
ィホ	liho#次#序16216
ぃふ	lihu#类1#序14944
ィフ	lihu#次#序16218
ぃひゃ	lihv#类1#序14888
ィヒャ	lihv#次#序16162
ぃひょ	lihx#类1#序14886
ィヒョ	lihx#次#序16160
莨	lii#类3#序26548
共産主義	liig#类4#序14583
ぃい	liii#类1#序14970
ィイ	liii#次#序16244
茲	liiy#类3#序26569
ぃざ	lija#类1#序14920
ィザ	lija#次#序16194
ぃじゅ	lijc#类1#序14875
ィジュ	lijc#次#序16149
ぃぜ	lije#类1#序14917
ィゼ	lije#次#序16191
ぃじ	liji#类1#序14919
ィジ	liji#次#序16193
ぃぞ	lijo#类1#序14916
ィゾ	lijo#次#序16190
ぃず	liju#类1#序14918
ィズ	liju#次#序16192
ぃじゃ	lijv#类1#序14876
ィジャ	lijv#次#序16150
ぃじょ	lijx#类1#序14874
ィジョ	lijx#次#序16148
ぃか	lika#类1#序14966
ィカ	lika#次#序16240
ぃきゅ	likc#类1#序14899
ィキュ	likc#次#序16173
ぃけ	like#类1#序14963
ィケ	like#次#序16237
ぃき	liki#类1#序14965
ィキ	liki#次#序16239
ぃこ	liko#类1#序14962
ィコ	liko#次#序16236
薪水	liks#类4#序14599
ぃく	liku#类1#序14964
ィク	liku#次#序16238
ぃきゃ	likv#类1#序14900
ィキャ	likv#次#序16174
ぃきょ	likx#类1#序14898
ィキョ	likx#次#序16172
苙	lil#类3#序26657
ぃぁ	lila#类1#序14864
ィァ	lila#次#序16138
蒟蒻	lilb#类4#序14606
ィュ	lilc#次#序16131
茅葺	lild#类4#序15463
ぃぇ	lile#类1#序14861
ィェ	lile#次#序16135
ィー	lilg#次#序16118
ぃぃ	lili#类1#序14863
ィィ	lili#次#序16137
茅花	lilj#类4#序15461
ぃっ	lill#类1#序14859
ィッ	lill#次#序16133
ぃぉ	lilo#类1#序14860
ィォ	lilo#次#序16134
菩薩	lilt#类4#序14608
ぃぅ	lilu#类1#序14862
ィゥ	lilu#次#序16136
ィャ	lilv#次#序16132
ィョ	lilx#次#序16130
蘊蓄	lilz#类4#序14443
ぃま	lima#类1#序14941
ィマ	lima#次#序16215
ぃみゅ	limc#类1#序14884
ィミュ	limc#次#序16158
ぃめ	lime#类1#序14938
ィメ	lime#次#序16212
ぃみ	limi#类1#序14940
ィミ	limi#次#序16214
外柔内剛	limm#类4#序15867
ぃも	limo#类1#序14937
ィモ	limo#次#序16211
ぃむ	limu#类1#序14939
ィム	limu#次#序16213
ぃみゃ	limv#类1#序14885
ィミャ	limv#次#序16159
ぃみょ	limx#类1#序14883
ィミョ	limx#次#序16157
ぃな	lina#类1#序14951
ィナ	lina#次#序16225
ぃにゅ	linc#类1#序14890
ィニュ	linc#次#序16164
ぃね	line#类1#序14948
ィネ	line#次#序16222
ぃに	lini#类1#序14950
ィニ	lini#次#序16224
葯	lini#类3#序26572
草競馬	linm#类4#序14605
ぃん	linn#类1#序14926
ィン	linn#次#序16200
ぃの	lino#类1#序14947
ィノ	lino#次#序16221
ぃぬ	linu#类1#序14949
ィヌ	linu#次#序16223
ぃにゃ	linv#类1#序14891
ィニャ	linv#次#序16165
ぃにょ	linx#类1#序14889
ィニョ	linx#次#序16163
生産財	lion#类4#序12958
ぃお	lioo#类1#序14967
ィオ	lioo#次#序16241
蘰	lior#类3#序26574
ぃぱ	lipa#类1#序14905
ィパ	lipa#次#序16179
ぃぴゅ	lipc#类1#序14866
ィピュ	lipc#次#序16140
ぃぺ	lipe#类1#序14902
ィペ	lipe#次#序16176
ぃぴ	lipi#类1#序14904
ィピ	lipi#次#序16178
ぃぽ	lipo#类1#序14901
ィポ	lipo#次#序16175
ぃぷ	lipu#类1#序14903
ィプ	lipu#次#序16177
ぃぴゃ	lipv#类1#序14867
ィピャ	lipv#次#序16141
ぃぴょ	lipx#类1#序14865
ィピョ	lipx#次#序16139
生産者	liqo#类4#序12980
ぃら	lira#类1#序14936
ィラ	lira#次#序16210
蘊	lira#类3#序26573
ぃりゅ	lirc#类1#序14881
ィリュ	lirc#次#序16155
ぃれ	lire#类1#序14933
ィレ	lire#次#序16207
ぃり	liri#类1#序14935
ィリ	liri#次#序16209
生産ライン	lirn#类5#序24905
ぃろ	liro#类1#序14932
ィロ	liro#次#序16206
ぃる	liru#类1#序14934
ィル	liru#次#序16208
ぃりゃ	lirv#类1#序14882
ィリャ	lirv#次#序16156
ぃりょ	lirx#类1#序14880
ィリョ	lirx#次#序16154
ぃさ	lisa#类1#序14961
ィサ	lisa#次#序16235
ぃしゅ	lisc#类1#序14896
ィシュ	lisc#次#序16170
ぃせ	lise#类1#序14958
ィセ	lise#次#序16232
ぃし	lisi#类1#序14960
ィシ	lisi#次#序16234
ぃそ	liso#类1#序14957
ィソ	liso#次#序16231
ぃす	lisu#类1#序14959
ィス	lisu#次#序16233
ぃしゃ	lisv#类1#序14897
ィシャ	lisv#次#序16171
勤務評定	lisw#类4#序15454
ぃしょ	lisx#类1#序14895
ィショ	lisx#次#序16169
ぃた	lita#类1#序14956
ィタ	lita#次#序16230
ぃて	lite#类1#序14953
ィテ	lite#次#序16227
蘊奥	litm#类4#序14439
ぃと	lito#类1#序14952
ィト	lito#次#序16226
茅	litp#类3#序27100
ぃつ	litu#类1#序14954
ィツ	litu#次#序16228
藥	liue#类3#序26571
菩提	liuo#类4#序14594
ぃう	liuu#类1#序14969
ィウ	liuu#次#序16243
ィヴァ	liva#次#序16128
ィヴェ	live#次#序16126
ィヴィ	livi#次#序16127
薪炭	livn#类4#序14595
ィヴォ	livo#次#序16125
ィヴ	livu#次#序16129
蒂	liw#类3#序26648
ぃわ	liwa#类1#序14928
ィワ	liwa#次#序16202
ィウェ	liwe#次#序16123
ィウィ	liwi#次#序16124
蒡	liwl#类3#序26646
ぃを	liwo#类1#序14927
ィヲ	liwo#次#序16201
蕷	liwy#类3#序27101
ぃゆ	liyc#类1#序14930
ィユ	liyc#次#序16204
外務省	liyt#类4#序15870
ぃや	liyv#类1#序14931
ィヤ	liyv#次#序16205
ぃよ	liyx#类1#序14929
ィヨ	liyx#次#序16203
花	lj#用#序49152
莟	ljad#类3#序26579
世代交代	ljaj#类4#序14472
花婿	ljbt#类4#序14471
花嫁	ljbw#类4#序14470
英領バージン諸島	ljbx#类5#序24906
郵便局	ljca#类4#序12831
花火	ljch#类4#序14510
花屋	ljcy#类4#序14514
茶屋	ljcy#类4#序14513
葆	ljd#类3#序26606
茶器	ljdd#类4#序14527
荅	ljdk#类3#序26612
剳	ljdp#类3#序26614
茶	lje#类3#序26599
荷札	ljea#类4#序14493
蒼穹	ljeb#类4#序14505
著作権	ljee#类4#序14492
茶柱	ljei#类4#序14491
花見	ljej#类4#序14538
郵便年金	ljez#类4#序12819
荒仕事	ljfd#类4#序14541
花形	ljfl#类4#序14544
蓚	ljge#类3#序26610
花壇	ljgz#类4#序14545
茶釜	ljhb#类4#序14462
花祭	ljhf#类4#序14467
芥子	ljhi#类4#序14561
花瓶	ljhl#类4#序14481
花道	ljho#类4#序14477
茶道	ljho#类4#序14476
蒼惶	ljhu#类4#序14512
千代紙	ljib#类4#序12802
花氷	ljik#类4#序14450
花立	ljil#类4#序14475
莅	ljil#类3#序26592
荷主	ljin#类4#序14452
生命線	ljiu#类4#序12801
茶会	ljjb#类4#序14466
花便	ljjf#类4#序14464
茶代	ljjp#类4#序14468
茶人	ljjr#类4#序14460
花信	ljjs#类4#序14457
生命保障	ljjt#类4#序12807
茶化	ljjv#类4#序14459
齢	ljk#类3#序24826
茶漬	ljka#类4#序14537
苻	ljkc#类3#序26617
荷台	ljkd#类4#序14556
花弁	ljkl#类4#序14558
苓	ljks#类3#序26580
茶渋	ljks#类4#序14536
齡	ljks#类3#序24785
生化学	ljkw#类4#序12841
茶漉	ljkx#类4#序14531
郵便葉書	ljlb#类4#序12849
草仮名	ljld#类4#序14501
荷重	ljld#类4#序14488
蒼茫	ljlk#类4#序14568
茶菓	ljlq#类4#序14567
茯	ljm#类3#序26622
蒼	ljmd#类3#序26578
花房	ljml#类4#序14449
茶碗	ljmw#类4#序14551
花盛	ljna#类4#序14552
花卉	ljnl#类4#序14547
花環	ljny#类4#序14540
花時	ljog#类4#序14530
花曇	ljot#类4#序14529
茶匙	ljot#类4#序14528
郵便貯金	ljoz#类4#序12832
芥	ljp#类3#序26609
多人数	ljpb#类4#序14928
